급여대상,사료 종목,브랜드,이름,가격,용량,사료 형태,제조국,유기농여부,특이사항,칼로리(100g),특정종대상,동물크기,급여연령,Mainflavor,Allergy,주원료,키블크기,금기대상,특정급여시기,질환,처방적용대상효능,수분,조단백질,조지방,조회분,조섬유,칼슘,인,탄수화물,오메가3,오메가6
강아지,자연식,정글키친,본 + 치킨 포켓,20900,1000,생식,대한민국,-1,,131,전체,무관,3~max,닭,"닭, 계란,곡류","통닭, 닭뼈, 닭가슴, 닭안심, 닭넙적다리, 간, 염통, 유정란노른자, 차전자피, 난각분, 새싹보리분말, 블루베리, 표고버섯분말, 분쇄건조멸치, 고구마, 브로콜리, 당근, 단호박, 애호박, 저염아이오딘소금, 크랜베리, 킬레이트아연, 킬레이트구리, 킬레이트망간, 정제수, 비타민E, 비타민D",0,-1,무관,-1,-1,79,11.5,4.6,1.3,0.3,0.2,0.2,-1,-1,-1
강아지,자연식,펫푸드궁,동결건조 자연식 닭가슴살,56000,400,동결건조,대한민국,-1,그레인프리,400,전체,무관,3~max,닭,"닭, 소","닭가슴살, 당근, 단호박, 고구마, 고구마전분, 비프시즈닝분말",0,-1,무관,-1,-1,10,40,0.5,6,3,0.1,0.2,-1,-1,-1
강아지,자연식,펫푸드궁,동결건조 자연식 연어,56000,400,동결건조,대한민국,-1,그레인프리,400,전체,무관,3~max,연어,"연어, 소","연어, 당근, 단호박, 고구마, 고구마전분, 비프시즈닝분말",0,-1,무관,-1,-1,10,35,0.1,6,3,0.2,0.2,-1,-1,-1
고양이,일반식,에이앤에프(ANF),더블미트 닭고기 포 캣(Double Meat Chicken),70000,7200,건식(반건식),대한민국,Y,,374.8,전체,무관,0~max,닭,"닭, 연어, 쌀, 곡류, 아마","닭고기, 연어, 쌀, 현미, 귀리, 해바라기박, 보리, 비트펄프, 참깨박, 아마씨, 셀룰로스, 해바라기씨, 라이신, 녹두, 메밀, 고구마, 연어유, 당근, 호박, 호박씨, 맥반석, 로즈마리추출물, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",6~7,-1,무관,-1,-1,0,39.3,16.9,11.2,9,0.9,0.6,-1,-1,-1
고양이,일반식,에이앤에프(ANF),더블미트 연어 포 캣(Double Meat Salmon),70000,7200,건식(반건식),대한민국,Y,,375.1,전체,무관,0~max,연어,"연어, 쌀, 곡류, 아마","연어, 건조연어, 현미, 귀리, 해바라기박, 보리, 쌀, 비트펄프, 참깨박, 아마씨, 셀룰로스, 해바라기씨, 라이신, 녹두, 메밀, 고구마, 연어유, 추출물, 당근, 호박, 호박씨, 로즈마리추출물, 맥반석, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",6~7,-1,무관,-1,-1,0,39.3,16.9,11.2,9,0.9,0.6,-1,-1,-1
고양이,일반식,에이앤에프(ANF),홀리스틱 그레인프리 치킨과 야채,45000,2720,건식(반건식),미국,N,,408,전체,무관,0~max,"닭, 채소","닭, 칠면조, 효모, 계란, 과일","닭고기분, 칠면조분, 완두, 완두전분, 닭기름, 아마인, 가수분해닭고기분, 맥주효모, 계란분말, 건조당근, 건조크랜베리, 페퍼민트, 캐모마일, 로즈마리, 민들레, 건조토마토, 건조블루베리, 오렌지식이섬유, 타우린, 다시마, 치커리뿌리추출물, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",6~7,-1,무관,-1,-1,0,38,18,0.1,3,1.8,1.2,-1,-1,-1
고양이,일반식,에이앤에프(ANF),홀리스틱 그레인프리 돼지 & 닭고기,48000,2720,건식(반건식),대한민국,N,,352.1,전체,무관,0~max,"돼지, 닭","돼지, 닭, 콩, 과일, 계란","돼지고기, 닭고기, 노랑콩, 노랑콩전분, 정제계유, 토마토박, 건조계란, 감귤섬유소, 천연향미제, 청어유, 해바라기유, 건조다시마, 건조당근, 건조크랜베리, 건조블루베리, 캐모마일, 민들레, 페퍼민트, 로즈마리, 강황, 치커리뿌리, 유카추출물",6~7,-1,무관,-1,-1,0,35.6,20,8.9,5.6,1.4,1.1,-1,-1,-1
고양이,일반식,에이앤에프(ANF),홀리스틱 그레인프리 연어 & 노란콩,45000,2720,건식(반건식),대한민국,N,,400,전체,무관,0~max,연어,,"연어분, 완두, 닭고기분말, 완두전분, 닭기름, 완두단백, 아마인, 렌틸콩, 계란분말, 맥주효모, 타우린, 오렌지식이섬유, 건조당근, 건조크랜베리, 페퍼민트, 캐모마일, 로즈마리, 민들레, 건조토마토, 건조블루베리, 치커리뿌리추출물, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",6~7,-1,무관,-1,-1,0,35.6,22.2,8.9,5.6,1.4,1.1,-1,-1,-1
고양이,일반식,에이앤에프(ANF),홀리스틱 그레인프리 칠면조 & 닭고기,37400,2720,건식(반건식),대한민국,N,,408,전체,무관,0~max,"칠면조, 닭","칠면조, 닭, 계란, 과일","칠면조분, 닭고기분, 완두, 완두전분, 닭기름, 아마인, 가수분해맥주효모, 계란분말, 건조당근, 건조크랜베리, 페퍼민트, 캐모마일, 로즈마리, 민들레, 건조토마토, 건조블루베리, 오렌지식이섬유, 타우린, 치커리뿌리추출물, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",6~7,-1,무관,-1,-1,0,42.2,22.2,8.9,3.3,1.4,1.1,-1,-1,-1
고양이,일반식,에이앤에프(ANF),캣 홀리스틱 헬시키튼,46000,5400,건식(반건식),미국,N,,398,전체,무관,0~12,닭,"닭, 콩, 효모","닭고기분, 완두, 렌틸콩, 닭기름, 생닭고기, 가수분해닭고기분, 어분, 어유, 아마인, 맥주효모, 이눌린, 당근, 유카추출물, 크랜베리, 파슬리, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",6,-1,무관,-1,-1,0,34,16,7,3.5,1.2,0.8,-1,-1,-1
고양이,일반식,에이앤에프(ANF),캣 홀리스틱 헬시어덜트,32000,2400,건식(반건식),미국,N,,387,전체,무관,13~max,닭,"닭, 콩, 곡류, 어류, 과일","닭고기분, 완두, 렌틸콩, 닭기름, 보리, 비트펄프, 생닭고기, 가수분해닭고기분, 어분, 어유, 아마인, 정제섬유소, 맥주효모, 건조발효물, 이눌린, 당근, 크랜베리, 유카추출물, 파슬리, 로즈마리추출물, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,32,15,8,4,1,0.8,-1,-1,-1
고양이,일반식,에이앤에프(ANF),캣 홀리스틱 헬시웨이트,32000,2400,건식(반건식),미국,N,,345,전체,무관,13~max,닭,"닭, 콩, 곡류, 과일","닭고기분, 렌틸콩, 완두, 쌀겨, 보리, 귀리, 생닭고기, 닭기름, 비트펄프, 가수분해닭고기분, 어분, 어유, 아마인, 맥주효모, 이눌린, 당근, 크랜베리, 유카추출물, 파슬리, 로즈마리추출물, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,33,12,8,4,1,0.8,-1,-1,-1
고양이,일반식,에이앤에프(ANF),MWO 유기농 연어 & 감자 for Cat,17000,1200,건식(반건식),대한민국,Y,,-1,전체,무관,3~max,"연어, 오리, 양",,"동물성단백질프리믹스, 연어분,오리고기, 동물성가수분해단백질,양고기육분, 연어육, 식물성단백질, 쌀, 보리, 정제계유, 감자, 비트펄프, 연어유, 아마씨, 현미, 소맥, 치즈분말, 쌀참깨박, 해바라기씨박, 맥반석, 메밀, 해바라기씨, 녹두, 고구마, 당근, 호박, 호박씨, 유카추출물, 토마토, 블콜리, 파슬리, 비트, 블루베리, 바나나, 딸기, 사과, 오렌지, 망고, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,32.6,16.3,8.7,6.5,1.1,1.5,-1,-1,-1
고양이,일반식,에이앤에프(ANF),MWO 유기농 오리 & 귀리 for Cat,17000,1200,건식(반건식),대한민국,Y,,-1,전체,무관,0~max,"연어, 오리, 양",,"동물성단백질프리믹스, 오리고기,연어분, 동물성가수분해단백질,양고기육분, , 식물성단백질, 통귀리, 쌀, 정제계유, 보리, 비트펄프, 연어유, 아마씨, 현미, 소맥, 치즈분말, 쌀, 참깨박, 해바라기씨, 해바라기씨박, 맥반석, 고구마, 녹두, 메밀, , 당근, 호박, 토마토, 브로콜리, 파슬리, 비트, 블루베리, 바나나, 딸기, 사과, 오렌지, 망고, 유카추출물, 호박씨, 타우린, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,32.6,16.3,8.7,6.5,1.1,1.5,-1,-1,-1
고양이,일반식,뉴트리언스(Nutrience),서브제로 프레이저 밸리 포뮬라,90000,5000,건식(반건식),대한민국,Y,,380,전체,무관,0~max,"닭, 칠면조, 연어, 어류","닭, 칠면조 ,연어, 어류, 계란, 콩, 과일","닭고기, 칠면조, 연어, 달간, 닭심장, 칠면조간, 칠면조심장, 청어, 대구, 대구간, 계란, 완두콩, 닭지방, 렌틸콩, 고구마, 병아리콩, 치킨유, 알팔파, 호박, 닭간, 초록입홍합, 연어유, 청어유, 코코넛오일, 호박, 땅콩호박, 당근, 시금치, 브로콜리, 사과, 블루베리, 크랜베리, 석류, 주니퍼베리추출물, 생강, 회향, 캐모마일, 페퍼민트잎, 감초뿌리, 심황, 발레이안뿌리, 비타민류, 비타민E, 비타민A, 니아신, 판토텐산칼슘, 이노시롤, 리보플라빈, 피리독신하이드로클로라이드, 티아민모노나이트레이트, 비오틴, 비타민B12, 비타민D3, 엽산, 미네랄류, 백질화합물, 철단백질화합물, 황산철, 구리단백질화합물, 구리화합물, 망간단백질화합물, 망간산화물, 요드산칼슘, 나트륨, 염화코린, 타우린, 염화칼륨, DL-메티오닌, L-라이신, 치커리추출물, 유카시지케라추출물, 효모추출물, 타임추출물, 글루코사민, 로즈마리추출물, 콘드로이친, L-카르니틴, 락토바실러스플란타룸유산균",8,-1,무관,-1,-1,0,46.7,22.2,8.3,3.9,1.2,1,-1,0.4,3.9
고양이,일반식,퓨어비타(PureVita),유기농 6Free CAT 스킨케어,53000,6000,건식(반건식),대한민국,Y,,361,전체,무관,0~max,"오리, 연어",,"동물성단백질, 가수분해연어단백, 오리고기, 동물성가수분해단백, 쌀, 식물성단백질, 정제계유, 현미, 귀리, 비트펄프, 해바라기씨박, 아마씨, 보리, 참깨박, 해바라기씨, 녹두, 메밀, 고구마, 당근, 호박씨, 호박, 연어유, 타우린, 허브제제",8,-1,무관,-1,-1,0,33.7,15.7,13.5,5.6,0.9,0.6,-1,-1,-1
고양이,일반식,에이앤에프(ANF),유기농 6Free CAT 인도어 어덜트,47900,6000,건식(반건식),대한민국,Y,,361,전체,무관,13~max,"닭, 연어","닭, 연어, 쌀, 옥수수, 곡류, 과일","건조분쇄닭고기, 건조분쇄연어, 유기농옥수수, 쌀, 옥수수, 해바라기박, 현미, 귀리, 비트펄프, 쌀, 보리, 아마씨, 참깨박, 라이신, 해바라기씨, 타우린, 녹두, 메밀, 고구마, 연어유, 맥반석, 당근, 호박, 호박씨, 로즈마리추출물, 크랜베리, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,34,12,12,5,0.8,0.5,-1,-1,-1
고양이,일반식,에이앤에프(ANF),유기농 6Free CAT 웨이트 케어,90000,6000,건식(반건식),대한민국,Y,,347.9,전체,무관,0~max,"닭, 연어","닭, 연어, 쌀, 옥수수, 곡류, 아마, 과일","건조분쇄닭고기, 건조분쇄연어, 쌀, 옥수수, 현미, 귀리, 보리, 쌀, 해바라기박, 비트펄프, 참깨박, 아마씨, 해바라기씨, 녹두, 메밀, 고구마, 당근, 호박, 맥반석, 호박씨, 타우린, 연어유, 유카추출물, 로즈마리추출물, 크랜베리, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,32.6,11.2,13.5,5.6,1,0.6,-1,-1,-1
고양이,일반식,에이앤에프(ANF),유기농 6Free CAT 인도어 키튼,47900,6000,건식(반건식),대한민국,Y,,370.1,전체,무관,0~12,"닭, 연어","닭, 연어, 쌀, 옥수수, 콩, 곡류, 아마","건조분쇄닭고기, 건조분쇄연어, 쌀, 완두단백, 옥수수, 해바라기박, 현미, 귀리, 비트펄프, 보리, 쌀, 아마씨, 참깨박, 타우린, 녹두, 메밀, 고구마, 연어유, 당근, 호박, 맥반석, 로즈마리추출물, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,40.5,15.7,13.5,5.6,1,0.7,-1,-1,-1
고양이,일반식,에이앤에프(ANF),고양이 AD 30,26800,7500,건식(반건식),미국,N,,-1,전체,무관,0~max,"닭, 연어","닭, 연어, 옥수수, 쌀, 곡류, 과일","건조분쇄닭고기, 건조분쇄연어, 옥수수, 쌀, 해바라기박, 현미, 귀리, 비트펄프, 쌀, 보리, 아마씨, 참깨박, 해바라기씨, 타우린, 유카추출물, 녹두, 메밀, 고구마, 연어유, 맥반석, 당근, 호박, 호박씨, 로즈마리추출물, 크랜베리, 셀룰로스, 염화콜린, 메티오닌, 석회석, 혼합인산칼슘, 라이신, 비타민A, 비타민D3, 비타민E, 비타민K3, 비타민B1, 비타민B2, 비타민B복합제, 나이아신, 비타민B6, 엽산, 바이오틴, 비타민B12, 철, 구리, 망간, 아연, 인, 요오드, 코발트, 셀레늄, 비타민C",7,-1,무관,-1,-1,0,33.3,16.7,8.3,3.9,1.2,1.3,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),참치 새우캔 95g,1300,95,습식,태국,N,,-1,전체,무관,0~max,"참치, 새우",무관,"참치, 새우, 정제수, 젤리, 비타민, 미네랄",0,-1,무관,-1,-1,0,80,1.3,20,6.7,0.1,0.3,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),참치 순살캔 95g,1300,95,습식,태국,N,,-1,전체,무관,0~max,참치,무관,"참치, 정제수, 젤리, 비타민E",0,-1,무관,-1,-1,0,76.9,1.5,15.4,18.5,-1,11.5,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),참치 & 게맛살캔 95g,1300,95,습식,태국,N,,-1,전체,무관,0~max,참치,무관,"참치, 정제수, 게맛살, 젤리, 비타민E",0,-1,무관,-1,-1,0,76.9,1.5,15.4,18.5,-1,3.9,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),참치 닭고기무스캔 95g,1500,95,습식,태국,N,,-1,전체,무관,0~max,"참치, 닭",닭,"참치, 닭고기, 정제수, 젤리",0,-1,무관,-1,-1,0,75,3.3,25,8.3,-1,0.8,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),참치 무스캔 95g,1300,95,습식,태국,N,,-1,전체,무관,0~max,참치,어류,"참치, 정제수, 젤리",0,-1,무관,-1,-1,0,75,4.2,25,8.3,-1,0.8,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),참치 연어캔 95g,1300,95,습식,태국,N,,-1,전체,무관,0~max,"참치, 연어","어류, 연어","참치, 연어, 정제수, 젤리, 비타민E, 미네랄",0,-1,무관,-1,-1,0,80,1.3,20,6.7,-1,0.3,-1,-1,-1
고양이,일반식,퓨어비타(PureVita),홀리스틱 그레인프리 캣 연어와 완두콩,17000,1000,건식(반건식),미국,N,,400,전체,무관,3~max,"연어, 완두콩","연어, 콩, 효모, 과일","연어, 연어분, 완두콩전분, 해바라기유, 완두콩, 연어향, 맥주효모, 식염류, 당근, 체리, 살구, 크랜베리, 블루베리, 치커리,DL-메티오닌, 철, 아연, 구리, 망간, 코발트, 셀레늄, 비타민A, 비타민D3, 비타민E, 니아신, 판토텐산칼슘, 티아민, 리보플라빈, 엽산, 비오틴, 비타민B12, 비타민C, 콜린, 이노시톨",-1,-1,무관,-1,-1,0,36.1,20.9,12.8,8.1,0.1,0.6,-1,-1,-1
고양이,일반식,퓨어비타(PureVita),홀리스틱 그레인프리 캣 치킨과 완두콩,15000,1000,건식(반건식),미국,N,,400,전체,무관,3~max,"닭, 완두콩","닭, 콩, 계란, 효모","닭고기, 닭고기분, 완두콩, 닭지방, 계란분말, 맥주효모, 식염류, 해바라기유, 체리, 살구, 크랜베리, 블루베리, 치커리,DL-메티오닌, 철, 아연, 구리, 망간, 코발트, 셀레늄, 비타민A, 비타민D3, 비타민E, 니아신, 판토텐산칼슘, 티아민, 리보플라빈, 엽산, 비오틴, 비타민B12, 비타민C, 콜린, 이노시톨",-1,-1,무관,-1,-1,0,37.2,17.4,10.5,7.6,0.6,0.6,-1,-1,-1
고양이,일반식,퓨어비타(PureVita),캣 치킨 앙트레 캔,3110,156,습식,미국,N,,-1,전체,무관,0~max,닭,닭,"닭고기, 닭간, 타우린,DL-메티오닌, 철, 아연, 구리, 망간, 코발트, 셀레늄, 비타민A, 비타민D3, 비타민E, 니아신, 판토텐산칼슘, 티아민, 리보플라빈, 엽산, 비오틴, 비타민B12, 비타민C, 콜린, 이노시톨",0,-1,무관,-1,-1,0,55,45,20,5,1,1,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),ECOa 고양이 베지테리언,9400,1000,건식(반건식),대한민국,Y,,322,전체,무관,0~max,채소,"콩, 옥수수, 곡류","콩, 해바라기씨, 옥수수, 콩기름, 고구마, 통보리, 현미, 통아마씨, 비트펄프, 통귀리, 타우린, 프락토올리고당, 블루베리, 브로콜리, 토마토, 홍삼, 달맞이꽃, 당근, 마늘, 시금치",-1,-1,무관,-1,-1,0,28.4,14.8,9.1,8,1,0.5,-1,0.9,3.5
고양이,일반식,네츄럴코어(Natural Core),고양이 베네 M70,30000,3000,건식(반건식),대한민국,N,,376,전체,무관,0~max,"오리, 연어, 콩","오리, 연어, 콩, 아마, 과일","오리고기신선육, 연어, 감자, 콩, 닭기름, 아마씨, 보리, 포락토올리고당, 타우린, 당근, 미나리, 시금치, 블루베리, 유산균, 각종 비타민, 각종 미네랄",-1,-1,무관,-1,-1,0,31.8,17.1,9.1,6.8,1,0.5,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),고양이 베네 M47,22000,2000,건식(반건식),대한민국,N,,360,전체,무관,0~max,"양, 닭, 연어","양, 닭, 연어, 유제품","양고기, 닭고기, 연어, 닭기름, 우유분말, 생선오일, 이눌린, 타우린, 당근, 시금치, 미나리, 유산균, 각종 비타민, 각종 미네랄",-1,-1,무관,-1,-1,0,28.6,16.5,8.8,6.6,1,0.4,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),고양이 베네 키튼,22000,2000,건식(반건식),대한민국,N,,379,전체,무관,0~12,"닭, 어류","닭, 곡류, 옥수수, 어류","닭고기, 검은콩, 귀리, 옥수수, 보리, 생선, 닭기름, 참깨, 아마씨, 타우린, 유산균, 각종 비타민, 각종 미네랄",-1,-1,무관,-1,-1,0,37.2,14,9.3,7,1.1,0.5,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),고양이 베네 3012,35000,5000,건식(반건식),대한민국,N,,-1,전체,무관,0~max,닭,"닭, 옥수수, 곡류, 어류","닭고기, 옥수수, 귀리, 검은콩, 닭기름, 생선, 참깨, 타우린, 현미, 닭기름, 통아마씨, 비트펄프, 크릴새우, 유카시디게라추출물, 천일염, 프락토올리고당, 메티오닌, 씨벅턴열매, 달맞이꽃씨, 당근, 고수, 시금치, 인산칼슘, 유산균, 비타민, 미네랄",-1,-1,무관,-1,-1,0,34.9,14,9.3,7,1.1,0.5,-1,-1,-1
고양이,일반식,네츄럴코어(Natural Core),RU 그레인프리 닭고기&비프,14000,1000,건식(반건식),호주,N,,350,전체,무관,0~max,"소, 닭","소, 닭, 콩, 어류","소고기, 닭고기, 완두콩, 감자, 가금류오일, 타피오카, 카놀라분말, 생선분말, 아마씨, 비트펄프, 어유, 정제염, 타우린, 로즈마리추출물, 루테인, 다시마, 유산균, 각종 비타민, 각종 미네랄",-1,-1,무관,-1,-1,0,38.9,20,11.1,6.1,1.1,0.9,-1,0.4,2.8
고양이,일반식,카나간,프리런 치킨 for 캣,84000,4000,건식(반건식),영국,N,,390,전체,무관,0~max,닭,"닭, 계란, 과일","닭고기, 고구마, 감자, 닭지방, 건조란, 닭고기그레이비, 연어오일, 알팔파, 크랜베리, 사과, 당근, 시금치, 해초, 카모마일, 페퍼민트, 마리골드, 비타민A, 비타민D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",-1,-1,무관,-1,-1,0,41.1,18.9,9.4,7.3,1.7,1.6,-1,0.9,3.3
고양이,일반식,카나간,스코티시 살몬 for 캣,44000,1500,건식(반건식),영국,N,,390,전체,무관,0~max,"연어, 어류","연어, 어류, 과일","연어, 청어, 고구마, 감자, 건어, 송어, 연어스톡, 연어오일, 알팔파, 크랜베리, 사과, 당근, 시금치, 해초, 카모마일, 페퍼민트, 마리골드",-1,-1,무관,-1,-1,0,41.1,22.2,9.4,1.7,1.7,1.6,-1,0.9,3.3
고양이,일반식,내추럴발란스(Natural Balance),LID 캣 캔 포뮬라 닭고기&완두(156g),2700,156,습식,미국,N,,120,전체,무관,0~max,"닭, 곡류","닭, 과일, 아마","닭고기, 닭고기간, 통완두콩, 연어오일, 크랜베리, 타우린, 아마씨가루",0,-1,무관,-1,-1,0,38.6,27.3,-1,9.1,1.9,0.9,-1,-1,-1
고양이,일반식,내추럴발란스(Natural Balance),LID 인도어 연어&병아리콩 캣 포뮬라,70000,4540,건식(반건식),미국,N,,321,전체,무관,0~12,"연어, 곡류","연어, 콩, 효모, 과일","연어, 병아리콩, 완두콩, 연어분말, 감자, 맥주효모, 카놀라오일, 타우린, 로즈마리추출물, 비타민A, 비타민D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",-1,-1,무관,-1,-1,0,28.4,9.1,11.4,4.6,0.7,0.5,-1,0.6,1.1
고양이,일반식,내추럴발란스(Natural Balance),LID 캣 캔 포뮬라 오리고기&완두,2500,85,습식,미국,N,,135,전체,무관,0~12,"오리, 채소","오리, 연어, 과일","오리고기, 오리간, 완두콩, 연어오일, 타우린, 크랜베리, 카라기난, 아마씨가루, 로즈마리추출물, 비타민A, 비타민D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",0,-1,무관,-1,-1,0,38.6,27.3,13.6,4.6,1.7,1.6,-1,-1,-1
고양이,일반식,내추럴발란스(Natural Balance),LID 캣 캔 포뮬라 연어&완두,3000,85,습식,미국,N,,120,전체,무관,0~12,"연어, 완두콩","연어, 과일, 아마","연어, 완두콩, 연어오일, 타우린, 크랜베리, 카라기난, 아마씨가루, 로즈마리추출물, 비타민A, 비타민D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",0,-1,무관,-1,-1,0,40.9,18.2,11.4,4.6,1.5,1.5,-1,-1,-1
고양이,일반식,내추럴발란스(Natural Balance),LID 수제 스튜 포뮬라 - 참치&호박,4000,78,습식,미국,N,,83,전체,무관,0~max,참치,과일,"참치, 호박, 카놀라오일, 구아검, 타우린, 카라기난, 로즈마리추출물, 비타민A, 비타민D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",0,-1,무관,-1,-1,0,64.7,5.9,5.9,11.8,0.6,0.6,-1,-1,-1
고양이,일반식,내추럴발란스(Natural Balance),LID 수제 스튜 포뮬라 - 닭고기&호박,4000,78,습식,미국,N,,86,전체,무관,0~max,"닭, 채소","닭, 과일","닭고기, 호박, 카놀라오일, 타우린, 카라기난, 로즈마리추출물, 비타민A, 비타민D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",0,-1,무관,-1,-1,0,64.7,5.9,11.8,11.8,0.6,0.6,-1,-1,-1
고양이,일반식,내추럴발란스(Natural Balance),캣 캔 포뮬라 - 참치&새우 캔,3500,80,습식,미국,N,,111,전체,무관,0~max,"참치, 새우, 닭","닭, 어류, 계란, 과일","참치, 닭고기간, 흰살생선, 닭고기, 현미, 새우, 천연향, 청어오일, 건조계란, 타우린, 로즈마리추출물, 비타민A, 비타민D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",0,-1,무관,-1,-1,0,45.5,22.7,13.6,6.8,1.7,1.6,-1,-1,-1
